source,concept_a,concept_b,docs_both,docs_a,docs_b,in_domain,lift,jaccard
ieee,FeFET,TFET,77,2357,1221,198225.26999954417,5.303645609959252,0.02199371608111968
ieee,3DIC,CoWoS,76,5236,87,198225.26999954417,33.07148678899694,0.014484467314655993
ieee,Neuromorphic,Photonic-computing,75,5415,277,198225.26999954417,9.911560846802614,0.01335232330425494
ieee,Neuromorphic,OxideSemi,73,5415,1629,198225.26999954417,1.6404474883011715,0.010471955243150194
ieee,FinFET,TFET,72,4889,1221,198225.26999954417,2.390869177805795,0.011924478304074197
ieee,DTCO,GAA,70,339,545,198225.26999954417,75.10361776389321,0.085995085995086
ieee,FanOut,GlassSubstrate,69,1341,361,198225.26999954417,28.253491791937112,0.04225352112676056
ieee,CIM,FinFET,68,3692,4889,198225.26999954417,0.7467688624611003,0.007987783390109245
ieee,DRAM,FeRAM,66,3738,507,198225.26999954417,6.903283311314109,0.015793251974156496
ieee,GaN,HKMG,66,4448,829,198225.26999954417,3.5480002722710022,0.012665515256188831
ieee,3DIC,Neuromorphic,65,5236,5415,198225.26999954417,0.45443761916649106,0.006140185150198375
ieee,FanOut,HybridBonding,64,1341,988,198225.26999954417,9.575319403287494,0.0282560706401766
ieee,FeFET,HKMG,64,2357,829,198225.26999954417,6.492693160977171,0.020499679692504803
ieee,DRAM,FeFET,63,3738,2357,198225.26999954417,1.4174269567547597,0.010444297082228117
ieee,2D-channel,TFET,62,386,1221,198225.26999954417,26.076406283755645,0.040129449838187704
ieee,Neuromorphic,PCM,62,5415,743,198225.26999954417,3.0546639027902747,0.010170603674540682
ieee,2D-channel,FeFET,61,386,2357,198225.26999954417,13.290519772403439,0.02274422073079791
ieee,CIM,HBM,61,3692,936,198225.26999954417,3.499059374731515,0.013356689292752353
ieee,FeFET,OxideSemi,61,2357,1629,198225.26999954417,3.1492576010728834,0.01554140127388535
ieee,HBM,HybridBonding,61,936,988,198225.26999954417,13.075432400312504,0.03274288781535158
ieee,BSPDN,GAA,59,186,545,198225.26999954417,115.37230867093918,0.08779761904761904
ieee,FinFET,RRAM,59,4889,6857,198225.26999954417,0.3488645518366301,0.00504834431419526
ieee,3DIC,GAA,58,5236,545,198225.26999954417,4.028940664830483,0.010134544819150795
ieee,FeRAM,Neuromorphic,57,507,5415,198225.26999954417,4.115545935836066,0.009718670076726343
ieee,CIM,OxideSemi,56,3692,1629,198225.26999954417,1.8457134134984463,0.01063627730294397
ieee,DTCO,FinFET,56,339,4889,198225.26999954417,6.697724963194404,0.01082753286929621
ieee,3DNAND,CIM,55,1789,3692,198225.26999954417,1.6506297740396998,0.010136380390711389
ieee,DTCO,Node,55,339,233,198225.26999954417,138.02764822027584,0.10638297872340426
ieee,AIAccel,RISCV,54,1295,848,198225.26999954417,9.747363389647578,0.02584968884633796
ieee,Chiplet,GaN,54,1978,4448,198225.26999954417,1.2166389388461232,0.00847457627118644
ieee,DRAM,FinFET,54,3738,4889,198225.26999954417,0.5857245718500954,0.006298845211711186
ieee,AIAccel,HBM,53,1295,936,198225.26999954417,8.667408598138666,0.024334251606978878
ieee,DRAM,HybridBonding,53,3738,988,198225.26999954417,2.8447142353441515,0.011341750481489407
ieee,CPO,Neuromorphic,52,2050,5415,198225.26999954417,0.9285601459339501,0.00701470389855659
ieee,3DIC,BSPDN,51,5236,186,198225.26999954417,10.380460305799337,0.00949543846583504
ieee,3DIC,DTCO,51,5236,339,198225.26999954417,5.695473796102291,0.009232440260680666
ieee,MRAM,PCM,51,1637,743,198225.26999954417,8.311735242616077,0.021897810218978103
ieee,3DIC,CFET,50,5236,405,198225.26999954417,4.673845598834851,0.008942944017170452
ieee,3DIC,FeFET,50,5236,2357,198225.26999954417,0.8031003256377237,0.006628662335940607
ieee,CPO,FanOut,50,2050,1341,198225.26999954417,3.6053412997134315,0.014965579167913799
ieee,FinFET,Resist,50,4889,735,198225.26999954417,2.7581739097702904,0.00897021887334051
ieee,3DNAND,FeFET,49,1789,2357,198225.26999954417,2.3034838674892892,0.01195997071027581
ieee,Chiplet,CoWoS,49,1978,87,198225.26999954417,56.44293103435296,0.024305555555555556
ieee,FanOut,Resist,49,1341,735,198225.26999954417,9.854599552550045,0.024173655648741982
ieee,CIM,FeRAM,48,3692,507,198225.26999954417,5.083122824326237,0.011563478679836184
ieee,FeRAM,RRAM,45,507,6857,198225.26999954417,2.565839124354555,0.00614838092635606
ieee,OxideSemi,RRAM,45,1629,6857,198225.26999954417,0.7985760810606258,0.005331121904987561
ieee,3DIC,Resist,44,5236,735,198225.26999954417,2.2663381924146138,0.007423654462628649
ieee,FinFET,RISCV,44,4889,848,198225.26999954417,2.103758118914415,0.007728789741788161
ieee,CIM,RISCV,43,3692,848,198225.26999954417,2.7225127921859347,0.00956193017567267
ieee,CNT,RRAM,42,675,6857,198225.26999954417,1.798748257251223,0.005607476635514018
ieee,FeFET,Node,42,2357,233,198225.26999954417,15.159776722029449,0.016483516483516484
ieee,3DIC,3DNAND,41,5236,1789,198225.26999954417,0.8676266760050609,0.005870561282932417
ieee,AIAccel,FinFET,41,1295,4889,198225.26999954417,1.283669046655254,0.0066742633892235064
ieee,Chiplet,DRAM,41,1978,3738,198225.26999954417,1.0992014446202651,0.007224669603524229
ieee,EUV,Node,41,246,233,198225.26999954417,141.7920386262834,0.09360730593607305
ieee,3DNAND,RRAM,40,1789,6857,198225.26999954417,0.6463600700814903,0.004647920055775041
ieee,CFET,FinFET,40,405,4889,198225.26999954417,4.004459898629459,0.007613247049866768
ieee,CFET,Node,40,405,233,198225.26999954417,84.0249117785383,0.06688963210702341
ieee,EUV,Resist,40,246,735,198225.26999954417,43.8527227475348,0.04250797024442083
ieee,FinFET,MRAM,40,4889,1637,198225.26999954417,0.990718545476439,0.006167129201356768
ieee,Ga2O3,SiC,40,1215,7165,198225.26999954417,0.9108073712211874,0.004796163069544364
ieee,Chiplet,Node,39,1978,233,198225.26999954417,16.77418454931765,0.017955801104972375
ieee,CFET,DTCO,38,405,339,198225.26999954417,54.86405375274175,0.053824362606232294
ieee,Cryo,FinFET,38,408,4889,198225.26999954417,3.776264573523736,0.007225708309564556
ieee,HKMG,TFET,38,829,1221,198225.26999954417,7.441704489865906,0.018886679920477135
ieee,BSPDN,Node,37,186,233,198225.26999954417,169.23565900556403,0.0968586387434555
ieee,2D-channel,GAA,36,386,545,198225.26999954417,33.92170803814037,0.04022346368715084
ieee,CIM,Chiplet,36,3692,1978,198225.26999954417,0.977177681471209,0.006389776357827476
ieee,CNT,GAA,36,675,545,198225.26999954417,19.39819155958842,0.030405405405405407
ieee,DRAM,GAA,36,3738,545,198225.26999954417,3.5028837085934144,0.008476571697668942
ieee,DRAM,HKMG,36,3738,829,198225.26999954417,2.3028608216928963,0.00794526594570735
ieee,Neuromorphic,RISCV,36,5415,848,198225.26999954417,1.5540579365458436,0.005781275092339811
ieee,2D-channel,HKMG,35,386,829,198225.26999954417,21.681295430489463,0.029661016949152543
ieee,MRAM,Neuromorphic,35,1637,5415,198225.26999954417,0.7826722248808905,0.004987886561208493
ieee,3DIC,CNT,34,5236,675,198225.26999954417,1.9069290043246192,0.005785264590777607
ieee,3DNAND,GAA,34,1789,545,198225.26999954417,6.91243550544305,0.014782608695652174
ieee,CNT,FinFET,34,675,4889,198225.26999954417,2.042274548301024,0.006148282097649186
ieee,GaN,HBM,34,4448,936,198225.26999954417,1.6188153275419332,0.006355140186915888
ieee,Chiplet,FinFET,33,1978,4889,198225.26999954417,0.6764358764557977,0.004828797190517998
ieee,FanOut,GaN,33,1341,4448,198225.26999954417,1.0966786822194858,0.0057331480194579565
ieee,3DNAND,Neuromorphic,32,1789,5415,198225.26999954417,0.6547872207643626,0.004461795872838818
ieee,HKMG,OxideSemi,32,829,1629,198225.26999954417,4.697138668024307,0.013190436933223413
ieee,AIAccel,CPO,31,1295,2050,198225.26999954417,2.3147126358360937,0.009354254677127338
ieee,BSPDN,FinFET,31,186,4889,198225.26999954417,6.757526078937212,0.006145915939730373
ieee,CIM,CNT,31,3692,675,198225.26999954417,2.4657852293189957,0.007149446494464945
ieee,Chiplet,GlassSubstrate,31,1978,361,198225.26999954417,8.605720221586859,0.013431542461005199
ieee,FanOut,UCIe,31,1341,162,198225.26999954417,28.286350567504762,0.021059782608695652
ieee,2D-channel,Neuromorphic,30,386,5415,198225.26999954417,2.8450801601702835,0.005198405822214521
ieee,3DIC,RISCV,29,5236,848,198225.26999954417,1.2946772773187576,0.004789430222956234
ieee,EUV,MultiPatterning,29,246,141,198225.26999954417,165.73063570278444,0.08100558659217877
ieee,FinFET,Neuromorphic,29,4889,5415,198225.26999954417,0.21713934214867495,0.0028223844282238442
ieee,HybridBonding,Node,29,988,233,198225.26999954417,24.971472389649097,0.024328859060402684
ieee,3DIC,HKMG,28,5236,829,198225.26999954417,1.2786829696209219,0.004638065264204075
ieee,DRAM,Neuromorphic,28,3738,5415,198225.26999954417,0.27420747611129326,0.0030684931506849314
ieee,CIM,Node,27,3692,233,198225.26999954417,6.221644165075273,0.006926629040533607
ieee,GAA,Resist,27,545,735,198225.26999954417,13.360999288492025,0.02154828411811652
ieee,Node,Resist,27,233,735,198225.26999954417,31.25212279926246,0.028692879914984058
ieee,2D-channel,3DIC,26,386,5236,198225.26999954417,2.5500307852710353,0.004646175839885632
ieee,3DIC,SiC,26,5236,7165,198225.26999954417,0.13737779247936074,0.002101010101010101
ieee,3DNAND,PCM,26,1789,743,198225.26999954417,3.8773339843293497,0.010375099760574621
ieee,BSPDN,DTCO,26,186,339,198225.26999954417,81.73719383366874,0.052104208416833664
ieee,CPO,HybridBonding,26,2050,988,198225.26999954417,2.5446119383766903,0.008632138114209827
ieee,Chiplet,RISCV,25,1978,848,198225.26999954417,2.9544516509366026,0.008925383791503035
ieee,CoWoS,HBM,25,87,936,198225.26999954417,60.85607316520046,0.025050100200400802
ieee,AIAccel,MRAM,24,1295,1637,198225.26999954417,2.244149638069951,0.008253094910591471
ieee,BSPDN,CFET,24,186,405,198225.26999954417,63.15420788515944,0.042328042328042326
ieee,EUV,HighNA,24,246,33,198225.26999954417,586.0318403534196,0.09411764705882353
ieee,CoWoS,FanOut,23,87,1341,198225.26999954417,39.07858443252604,0.016370106761565837
ieee,DRAM,DTCO,23,3738,339,198225.26999954417,3.5978898137674906,0.005673408978786384
ieee,DRAM,RISCV,23,3738,848,198225.26999954417,1.4383073665886548,0.0050405435020819634
ieee,EUV,FinFET,23,246,4889,198225.26999954417,3.7908073125745334,0.004499217527386541
ieee,FeFET,MRAM,23,2357,1637,198225.26999954417,1.1816220649468514,0.0057919919415764295
ieee,FinFET,Ga2O3,23,4889,1215,198225.26999954417,0.7675214805706463,0.0037822726525242557
ieee,GAA,OxideSemi,23,545,1629,198225.26999954417,5.135340767386437,0.010692701069270108
ieee,3DNAND,MRAM,22,1789,1637,198225.26999954417,1.4890959378752773,0.006462984723854289
ieee,FinFET,MultiPatterning,22,4889,141,198225.26999954417,6.326194627090156,0.00439297124600639
ieee,MRAM,Node,22,1637,233,198225.26999954417,11.43344477621833,0.011904761904761904
ieee,2D-channel,RRAM,21,386,6857,198225.26999954417,1.5727397327002275,0.0029077817779008587
ieee,CPO,GlassSubstrate,21,2050,361,198225.26999954417,5.624931653253736,0.008786610878661089
ieee,Ga2O3,OxideSemi,21,1215,1629,198225.26999954417,2.1032018279741553,0.007438894792773645
ieee,HKMG,Node,21,829,233,198225.26999954417,21.55102155236635,0.020172910662824207
ieee,2D-channel,CFET,20,386,405,198225.26999954417,25.359850316579564,0.02594033722438392
ieee,AIAccel,FeFET,20,1295,2357,198225.26999954417,1.2988519861124699,0.005506607929515419
ieee,CPO,FinFET,20,2050,4889,198225.26999954417,0.3955625021816904,0.0028905911258852437
ieee,HBM,UCIe,20,936,162,198225.26999954417,26.145572174678716,0.01855287569573284
ieee,Node,RRAM,20,233,6857,198225.26999954417,2.4814123720510435,0.002828854314002829
ieee,3DNAND,OxideSemi,19,1789,1629,198225.26999954417,1.2923531155682444,0.005589879376287144
ieee,CIM,GAA,19,3692,545,198225.26999954417,1.8717783702880213,0.0045045045045045045
ieee,Chiplet,DTCO,19,1978,339,198225.26999954417,5.616769911491509,0.008268059181897302
ieee,DRAM,TFET,19,3738,1221,198225.26999954417,0.8251970334535628,0.0038461538461538464
ieee,GAA,GaN,19,545,4448,198225.26999954417,1.5536433774962621,0.0038198632891033374
ieee,GAA,MRAM,19,545,1637,198225.26999954417,4.221506257240913,0.00878409616273694
ieee,AIAccel,PCM,18,1295,743,198225.26999954417,3.708283604495804,0.00891089108910891
ieee,Chiplet,RRAM,18,1978,6857,198225.26999954417,0.2630698556213872,0.002041510717931269
ieee,DTCO,OxideSemi,18,339,1629,198225.26999954417,6.461163643460427,0.009230769230769232
ieee,2D-channel,FinFET,17,386,4889,198225.26999954417,1.7856675130870352,0.003233168505135032
ieee,Airgap,HKMG,17,108,829,198225.26999954417,37.63827000393436,0.01847826086956522
ieee,DTCO,RRAM,17,339,6857,198225.26999954417,1.4496864905153664,0.0023680178297813066
ieee,FinFET,HBM,17,4889,936,198225.26999954417,0.7363970727046961,0.0029269972451790634
ieee,HKMG,SiC,17,829,7165,198225.26999954417,0.5673319135275521,0.0021311269900965274
ieee,AIAccel,Node,16,1295,233,198225.26999954417,10.511224485037223,0.010582010582010581
ieee,CNT,Node,16,675,233,198225.26999954417,20.16597882684919,0.017937219730941704
ieee,Chiplet,SiC,16,1978,7165,198225.26999954417,0.2237878576407973,0.0017530404294949053
ieee,DRAM,FanOut,16,3738,1341,198225.26999954417,0.6327190723948665,0.003160181710448351
ieee,3DNAND,AIAccel,15,1789,1295,198225.26999954417,1.2834240349079478,0.004887585532746823
ieee,AIAccel,Photonic-computing,15,1295,277,198225.26999954417,8.288973279604038,0.009633911368015413
ieee,CIM,DTCO,15,3692,339,198225.26999954417,2.375685169555127,0.0037350597609561755
ieee,CompLitho,EUV,15,138,246,198225.26999954417,87.58628048760347,0.04065040650406504
ieee,DRAM,Node,15,3738,233,198225.26999954417,3.413933514276486,0.0037917087967644083
ieee,DTCO,MRAM,15,339,1637,198225.26999954417,5.357990009772467,0.007649158592554819
ieee,FeFET,GaN,15,2357,4448,198225.26999954417,0.28361285780389756,0.0022091310751104565
ieee,GAA,RRAM,15,545,6857,198225.26999954417,0.7956455266347153,0.0020305942872614054
ieee,Neuromorphic,Node,15,5415,233,198225.26999954417,2.356654381600278,0.002662879460323096
ieee,RISCV,RRAM,15,848,6857,198225.26999954417,0.5113523726602829,0.0019505851755526658
ieee,3DIC,FeRAM,14,5236,507,198225.26999954417,1.045392684236434,0.0024437074533077328
ieee,AIAccel,FanOut,14,1295,1341,198225.26999954417,1.5980431706837912,0.005339435545385202
ieee,AIAccel,HybridBonding,14,1295,988,198225.26999954417,2.169003939156846,0.00617011899515205
ieee,CFET,OxideSemi,14,405,1629,198225.26999954417,4.206403655948311,0.006930693069306931
ieee,CIM,HKMG,14,3692,829,198225.26999954417,0.9067150635069268,0.003106279121366763
ieee,CIM,HybridBonding,14,3692,988,198225.26999954417,0.7607963437725124,0.0030004286326618087
ieee,CPO,HBM,14,2050,936,198225.26999954417,1.4462965290773495,0.004710632570659489
ieee,Chiplet,Neuromorphic,14,1978,5415,198225.26999954417,0.25909695290799145,0.0018972760536658084
ieee,FinFET,SiC,14,4889,7165,198225.26999954417,0.07922291564978727,0.0011627906976744186
ieee,GaN,Resist,14,4448,735,198225.26999954417,0.8488577851984591,0.0027084542464693366
ieee,MultiPatterning,Node,14,141,233,198225.26999954417,84.4718527986369,0.03888888888888889
ieee,MultiPatterning,Resist,14,141,735,198225.26999954417,26.77815197562231,0.016241299303944315
ieee,Node,RISCV,14,233,848,198225.26999954417,14.045437788452599,0.013120899718837863
ieee,2D-channel,CIM,13,386,3692,198225.26999954417,1.808228763770198,0.0031980319803198032
ieee,3DIC,MRAM,13,5236,1637,198225.26999954417,0.30064504676683557,0.0018950437317784257
ieee,CFET,EUV,13,405,246,198225.26999954417,25.864985546462655,0.02037617554858934
ieee,CPO,Node,13,2050,233,198225.26999954417,5.395014152609807,0.005726872246696035
ieee,CompLitho,Resist,13,138,735,198225.26999954417,25.405979591778312,0.015116279069767442
ieee,FanOut,SiC,13,1341,7165,198225.26999954417,0.2681991504183195,0.0015306723183798423
ieee,FeRAM,MRAM,13,507,1637,198225.26999954417,3.1048865184835326,0.006100422336931018
ieee,FinFET,HybridBonding,13,4889,988,198225.26999954417,0.5334889009687273,0.002216916780354707
ieee,MRAM,RISCV,13,1637,848,198225.26999954417,1.8563413500839046,0.0052588996763754045
ieee,Neuromorphic,TFET,13,5415,1221,198225.26999954417,0.3897519040058554,0.0019628567114600634
ieee,2D-channel,DRAM,12,386,3738,198225.26999954417,1.6485938006765206,0.0029182879377431907
ieee,3DNAND,HybridBonding,12,1789,988,198225.26999954417,1.345776619599832,0.00433996383363472
ieee,CFET,HybridBonding,12,405,988,198225.26999954417,5.944677462874319,0.008689355539464157
ieee,CPO,Resist,12,2050,735,198225.26999954417,1.5786980189112527,0.00432744320230797
ieee,CoWoS,HybridBonding,12,87,988,198225.26999954417,27.673498534070106,0.011288805268109126
ieee,CoWoS,UCIe,12,87,162,198225.26999954417,168.77417624482263,0.05063291139240506
ieee,Cryo,SiQubit,12,408,47,198225.26999954417,124.04585106354455,0.02708803611738149
ieee,DSA,MultiPatterning,12,41,141,198225.26999954417,411.4691645034648,0.07058823529411765
ieee,FeRAM,OxideSemi,12,507,1629,198225.26999954417,2.8801242276569163,0.005649717514124294
ieee,Ga2O3,HKMG,12,1215,829,198225.26999954417,2.3616169414233323,0.005905511811023622
ieee,HKMG,RRAM,12,829,6857,198225.26999954417,0.41845771967760664,0.001563721657544957
ieee,3DIC,Airgap,11,5236,108,198225.26999954417,3.8559226190387523,0.0020626289143071443
ieee,3DIC,TFET,11,5236,1221,198225.26999954417,0.3410644085636243,0.0017064846416382253
ieee,Airgap,TFET,11,108,1221,198225.26999954417,16.535307807769783,0.00834597875569044
ieee,CFET,CIM,11,405,3692,198225.26999954417,1.4582600818553202,0.0026921194322075378
ieee,CFET,DRAM,11,405,3738,198225.26999954417,1.4403146661877586,0.0026621490803484995
ieee,CNT,FeFET,11,675,2357,198225.26999954417,1.370529373494232,0.003641178417742469
ieee,CPO,PCM,11,2050,743,198225.26999954417,1.4315582641203992,0.003953989935298346
ieee,CoWoS,Node,11,87,233,198225.26999954417,107.56637413028395,0.03559870550161812
ieee,DTCO,HybridBonding,11,339,988,198225.26999954417,6.510210938324752,0.008358662613981762
ieee,Ga2O3,Neuromorphic,11,1215,5415,198225.26999954417,0.33141866557155075,0.0016618824595860402
ieee,GaN,Node,11,4448,233,198225.26999954417,2.103928630695752,0.002355460385438972
ieee,HBM,Node,11,936,233,198225.26999954417,9.998156569802035,0.009499136442141624
ieee,3DNAND,HBM,10,1789,936,198225.26999954417,1.183784989462815,0.003683241252302026
ieee,CFET,HKMG,10,405,829,198225.26999954417,5.904042353558331,0.008169934640522876
ieee,CIM,CPO,10,3692,2050,198225.26999954417,0.26190480405827254,0.0017445917655268667
ieee,CIM,Photonic-computing,10,3692,277,198225.26999954417,1.9382846509727751,0.002525890376357666
ieee,CIM,TFET,10,3692,1221,198225.26999954417,0.4397255104991472,0.002039567611666327
ieee,CNT,TFET,10,675,1221,198225.26999954417,2.40513568113015,0.005302226935312832
ieee,EUV,RuMo,10,246,49,198225.26999954417,164.4477103032555,0.03508771929824561
ieee,GAA,Neuromorphic,10,545,5415,198225.26999954417,0.6716825332267459,0.0016806722689075631
ieee,Ga2O3,RRAM,10,1215,6857,198225.26999954417,0.23792966365756918,0.0012403870007442323
ieee,GaN,TFET,10,4448,1221,198225.26999954417,0.3649879911786986,0.0017670966601873123
ieee,HBM,RISCV,10,936,848,198225.26999954417,2.4973954553643587,0.005636978579481398
ieee,3DIC,EUV,9,5236,246,198225.26999954417,1.3850542445327667,0.0016444363237712407
ieee,AIAccel,GaN,9,1295,4448,198225.26999954417,0.30971838108592425,0.001569584931984653
ieee,Airgap,FanOut,9,108,1341,198225.26999954417,12.318249440687557,0.00625
ieee,BSPDN,Chiplet,9,186,1978,198225.26999954417,4.849112903214656,0.004176334106728539
ieee,CFET,FeFET,9,405,2357,198225.26999954417,1.8689036911284982,0.0032691609153650564
ieee,CPO,GaN,9,2050,4448,198225.26999954417,0.1956513675640351,0.0013869625520110957
ieee,Chiplet,Resist,9,1978,735,198225.26999954417,1.22712244897677,0.0033284023668639054
ieee,FanOut,FinFET,9,1341,4889,198225.26999954417,0.272115144118277,0.0014467127471467609
ieee,FeFET,Resist,9,2357,735,198225.26999954417,1.0298040747034582,0.0029192345118391177
ieee,GaN,Neuromorphic,9,4448,5415,198225.26999954417,0.07406930812673534,0.0009133346864217577
ieee,HBM,Neuromorphic,9,936,5415,198225.26999954417,0.35198748135440044,0.0014191106906338694
ieee,HybridBonding,Resist,9,988,735,198225.26999954417,2.4567289514939787,0.005250875145857643
ieee,Node,RuMo,9,233,49,198225.26999954417,156.2606139963123,0.03296703296703297
ieee,3DIC,Ga2O3,8,5236,1215,198225.26999954417,0.24927176527119205,0.0012416576129132392
ieee,3DIC,MLforEDA,8,5236,58,198225.26999954417,5.221813703525833,0.001513431706394249
ieee,3DIC,Photonic-computing,8,5236,277,198225.26999954417,1.093376154528875,0.0014532243415077202
ieee,3DNAND,FinFET,8,1789,4889,198225.26999954417,0.1813086930066999,0.0011994002998500749
ieee,BSPDN,HybridBonding,8,186,988,198225.26999954417,8.629370510624012,0.00686106346483705
ieee,CNT,Neuromorphic,8,675,5415,198225.26999954417,0.43385716220275733,0.0013153567905294311
ieee,CPO,CoWoS,8,2050,87,198225.26999954417,8.891517577776021,0.0037576326914044154
ieee,CompLitho,Node,8,138,233,198225.26999954417,49.31896995696813,0.02203856749311295
ieee,Cryo,Node,8,408,233,198225.26999954417,16.681416308974516,0.01263823064770932
ieee,DRAM,MultiPatterning,8,3738,141,198225.26999954417,3.0087811208564395,0.0020666494445879618
ieee,DTCO,FeFET,8,339,2357,198225.26999954417,1.9846764861541575,0.002976190476190476
ieee,DTCO,HBM,8,339,936,198225.26999954417,4.9977376900270825,0.006314127861089187
ieee,FeFET,Ga2O3,8,2357,1215,198225.26999954417,0.5537492418158513,0.002244668911335578
ieee,FeFET,PCM,8,2357,743,198225.26999954417,0.9055253415965806,0.00258732212160414
ieee,GAA,HybridBonding,8,545,988,198225.26999954417,2.945069568763424,0.005245901639344262
ieee,GaN,RRAM,8,4448,6857,198225.26999954417,0.05199362254387528,0.0007081526068867841
ieee,HKMG,Neuromorphic,8,829,5415,198225.26999954417,0.35326125993590013,0.0012828736369467607
ieee,MultiPatterning,RuMo,8,141,49,198225.26999954417,229.52701693390554,0.04395604395604396
ieee,Node,OxideSemi,8,233,1629,198225.26999954417,4.178034287330633,0.004314994606256742
ieee,PCM,Photonic-computing,8,743,277,198225.26999954417,7.7051380149571855,0.007905138339920948
ieee,3DIC,PCM,7,5236,743,198225.26999954417,0.3566716627913002,0.001172136637642331
ieee,3DNAND,Chiplet,7,1789,1978,198225.26999954417,0.39212129681296076,0.0018617021276595746
ieee,3DNAND,FeRAM,7,1789,507,198225.26999954417,1.5298144479211764,0.0030581039755351682
ieee,AIAccel,DTCO,7,1295,339,198225.26999954417,3.160731403963074,0.0043023970497848806
ieee,AIAccel,UCIe,7,1295,162,198225.26999954417,6.614123123107913,0.004827586206896552
ieee,Airgap,FinFET,7,108,4889,198225.26999954417,2.6279268084755825,0.0014028056112224449
ieee,Airgap,Node,7,108,233,198225.26999954417,55.14134835466576,0.020958083832335328
ieee,CIM,GaN,7,3692,4448,198225.26999954417,0.08449491767617381,0.0008606910119267183
ieee,CNT,HKMG,7,675,829,198225.26999954417,2.479697788494499,0.004676018704074816
ieee,CNT,MRAM,7,675,1637,198225.26999954417,1.2557541030311177,0.003036876355748373
ieee,CPO,UCIe,7,2050,162,198225.26999954417,4.178189972890121,0.0031746031746031746
ieee,CompLitho,DRAM,7,138,3738,198225.26999954417,2.689915730330893,0.001809253036960455
ieee,Cryo,DRAM,7,408,3738,198225.26999954417,0.909824438200155,0.0016912297656438754
ieee,Cryo,GAA,7,408,545,198225.26999954417,6.2402270642058335,0.007399577167019027
ieee,DTCO,GaN,7,339,4448,198225.26999954417,0.9202219352815154,0.0014644351464435147
ieee,EUV,GAA,7,246,545,198225.26999954417,10.349644886975529,0.008928571428571428
ieee,FanOut,Node,7,1341,233,198225.26999954417,4.440913961449591,0.004467134652201659
ieee,GlassSubstrate,HybridBonding,7,361,988,198225.26999954417,3.8903879518117948,0.005216095380029807
ieee,HBM,RRAM,7,936,6857,198225.26999954417,0.21619570399654126,0.0008990495761623426
ieee,Photonic-computing,RRAM,7,277,6857,198225.26999954417,0.730538552132717,0.0009821804405780834
ieee,2D-channel,Node,6,386,233,198225.26999954417,13.224127954782906,0.009787928221859706
ieee,2D-channel,OxideSemi,6,386,1629,198225.26999954417,1.8914805484741666,0.0029865604778496766
ieee,3DNAND,Node,6,1789,233,198225.26999954417,2.8532774681644506,0.002976190476190476
ieee,AIAccel,GAA,6,1295,545,198225.26999954417,1.6851710814314265,0.003271537622682661
ieee,Airgap,GAA,6,108,545,198225.26999954417,20.206449541237937,0.00927357032457496
ieee,CFET,GaN,6,405,4448,198225.26999954417,0.6602227218210238,0.0012378791004745203
ieee,CFET,RRAM,6,405,6857,198225.26999954417,0.42827339458362457,0.0008269018743109151
ieee,CFET,Resist,6,405,735,198225.26999954417,3.9954702947753926,0.005291005291005291
ieee,Chiplet,FeFET,6,1978,2357,198225.26999954417,0.2551081883744664,0.001386001386001386
ieee,Chiplet,GAA,6,1978,545,198225.26999954417,1.1032844036671878,0.0023837902264600714
ieee,CompLitho,MultiPatterning,6,138,141,198225.26999954417,61.124042553050934,0.02197802197802198
ieee,DRAM,UCIe,6,3738,162,198225.26999954417,1.964065453892398,0.0015408320493066256
ieee,DTCO,Neuromorphic,6,339,5415,198225.26999954417,0.6479061603691619,0.0010438413361169101
ieee,FeRAM,PCM,6,507,743,198225.26999954417,3.157282884827131,0.00482315112540193
ieee,FinFET,UCIe,6,4889,162,198225.26999954417,1.501672461986047,0.0011892963330029733
ieee,GlassSubstrate,Resist,6,361,735,198225.26999954417,4.4824528237784875,0.005504587155963303
ieee,HighNA,MultiPatterning,6,33,141,198225.26999954417,255.60963249457663,0.03571428571428571
ieee,Node,UCIe,6,233,162,198225.26999954417,31.509341916951865,0.015424164524421594
ieee,2D-channel,GaN,5,386,4448,198225.26999954417,0.5772672762036153,0.0010354110581901014
ieee,2D-channel,Resist,5,386,735,198225.26999954417,3.493448768100246,0.004480286738351254
ieee,3DIC,CompLitho,5,5236,138,198225.26999954417,1.3716720779189235,0.0009312721177127957
ieee,3DNAND,HKMG,5,1789,829,198225.26999954417,0.668288751590588,0.0019135093761959434
ieee,3DNAND,MultiPatterning,5,1789,141,198225.26999954417,3.929158688429769,0.0025974025974025974
ieee,AIAccel,CFET,5,1295,405,198225.26999954417,1.889749463745118,0.0029498525073746312
ieee,CFET,CNT,5,405,675,198225.26999954417,3.6255193415554485,0.004651162790697674
ieee,CFET,MultiPatterning,5,405,141,198225.26999954417,17.356209613829275,0.009242144177449169
ieee,CNT,DRAM,5,675,3738,198225.26999954417,0.3928130907784796,0.001134301270417423
ieee,CNT,OxideSemi,5,675,1629,198225.26999954417,0.9013722119889237,0.002174858634188778
ieee,CNT,PCM,5,675,743,198225.26999954417,1.9762252130955003,0.003538570417551309
ieee,CPO,RRAM,5,2050,6857,198225.26999954417,0.07050842471803574,0.0005616715344866322
ieee,Cryo,HKMG,5,408,829,198225.26999954417,2.9303151387146125,0.004058441558441558
