source,concept_a,concept_b,docs_both,docs_a,docs_b,in_domain,lift,jaccard
ieee,DRAM,EUV,5,3738,246,198225.26999954417,1.0778407978677793,0.0012565971349585323
ieee,DSA,Node,5,41,233,198225.26999954417,103.75027216557321,0.01858736059479554
ieee,DTCO,FeRAM,5,339,507,198225.26999954417,5.76662041156971,0.005945303210463734
ieee,FanOut,Neuromorphic,5,1341,5415,198225.26999954417,0.13649029851177347,0.0007406310176270182
ieee,GAA,RISCV,5,545,848,198225.26999954417,2.1445524277257246,0.0036023054755043226
ieee,HBM,PCM,5,936,743,198225.26999954417,1.4251624132900242,0.002986857825567503
ieee,HBM,Resist,5,936,735,198225.26999954417,1.4406743851353578,0.003001200480192077
ieee,HighNA,Node,5,33,233,198225.26999954417,128.90185329662125,0.019157088122605363
ieee,HighNA,Resist,5,33,735,198225.26999954417,40.862764378384696,0.00655307994757536
ieee,NIL,Resist,5,131,735,198225.26999954417,10.293673469364084,0.005807200929152149
ieee,2D-channel,CNT,4,386,675,198225.26999954417,3.043182037989548,0.003784295175023652
ieee,2D-channel,DTCO,4,386,339,198225.26999954417,6.059433261483613,0.005547850208044383
ieee,2D-channel,FeRAM,4,386,507,198225.26999954417,4.0515737192168535,0.0044994375703037125
ieee,AIAccel,CNT,4,1295,675,198225.26999954417,0.9070797425976567,0.002034587995930824
ieee,AIAccel,OxideSemi,4,1295,1629,198225.26999954417,0.3758617717946091,0.0013698630136986301
ieee,BSPDN,CIM,4,186,3692,198225.26999954417,1.1546340824074381,0.0010325245224574084
ieee,BSPDN,EUV,4,186,246,198225.26999954417,17.328898505074235,0.009345794392523364
ieee,BSPDN,FanOut,4,186,1341,198225.26999954417,3.1789030814677566,0.0026263952724885093
ieee,BSPDN,RuMo,4,186,49,198225.26999954417,86.99814351527064,0.017316017316017316
ieee,CFET,CPO,4,405,2050,198225.26999954417,0.9550148509463133,0.0016319869441044472
ieee,CFET,Chiplet,4,405,1978,198225.26999954417,0.9897777777755017,0.0016813787305590584
ieee,CFET,HighNA,4,405,33,198225.26999954417,59.32668013454371,0.009216589861751152
ieee,CIM,Cryo,4,3692,408,198225.26999954417,0.5263773022739792,0.0009765625
ieee,CPO,CompLitho,4,2050,138,198225.26999954417,2.8027609756033107,0.0018315018315018315
ieee,CPO,DRAM,4,2050,3738,198225.26999954417,0.10347271659530682,0.0006915629322268327
ieee,CPO,NIL,4,2050,131,198225.26999954417,2.9525268292615032,0.0018373909049150207
ieee,Chiplet,Photonic-computing,4,1978,277,198225.26999954417,1.4471480144371054,0.001776988005330964
ieee,CoWoS,FinFET,4,87,4889,198225.26999954417,1.8641451252240584,0.0008045052292839903
ieee,CompLitho,HighNA,4,138,33,198225.26999954417,174.1109090905087,0.023952095808383235
ieee,Cryo,DTCO,4,408,339,198225.26999954417,5.732699115031065,0.005383580080753701
ieee,Cryo,GaN,4,408,4448,198225.26999954417,0.4369120953227363,0.0008244023083264633
ieee,Cryo,RISCV,4,408,848,198225.26999954417,2.2917275943343527,0.003194888178913738
ieee,Cryo,RRAM,4,408,6857,198225.26999954417,0.2834162170038692,0.0005508883073956756
ieee,DTCO,FanOut,4,339,1341,198225.26999954417,1.7441769119557602,0.002386634844868735
ieee,DTCO,TFET,4,339,1221,198225.26999954417,1.9155947902806507,0.002570694087403599
ieee,FeRAM,FinFET,4,507,4889,198225.26999954417,0.31988289131063724,0.000741839762611276
ieee,FinFET,OxideSemi,4,4889,1629,198225.26999954417,0.09955839526979317,0.0006140620202640467
ieee,GAA,HBM,4,545,936,198225.26999954417,1.5543422724029183,0.002708192281651997
ieee,GAA,MultiPatterning,4,545,141,198225.26999954417,10.318186999781075,0.005865102639296188
ieee,GaN,GlassSubstrate,4,4448,361,198225.26999954417,0.493795387511569,0.0008324661810613944
ieee,GlassSubstrate,HBM,4,361,936,198225.26999954417,2.3465832090293364,0.0030935808197989174
ieee,GlassSubstrate,UCIe,4,361,162,198225.26999954417,13.558036318836166,0.007707129094412331
ieee,HBM,SiC,4,936,7165,198225.26999954417,0.11822980299505799,0.0004940101272076078
ieee,HKMG,Resist,4,829,735,198225.26999954417,1.3012991309883668,0.002564102564102564
ieee,HybridBonding,RISCV,4,988,848,198225.26999954417,0.9463814357170202,0.002183406113537118
ieee,HybridBonding,UCIe,4,988,162,198225.26999954417,4.953897885728599,0.0034904013961605585
ieee,MRAM,OxideSemi,4,1637,1629,198225.26999954417,0.29733719882346904,0.001226241569589209
ieee,MultiPatterning,Neuromorphic,4,141,5415,198225.26999954417,1.038487888251281,0.0007204610951008645
ieee,Node,TFET,4,233,1221,198225.26999954417,2.7870670983053243,0.002758620689655172
ieee,RRAM,TFET,4,6857,1221,198225.26999954417,0.09470419044846734,0.0004954173891503591
ieee,2D-channel,MRAM,3,386,1637,198225.26999954417,0.9411184524937133,0.0014851485148514852
ieee,3DIC,Cryo,3,5236,408,198225.26999954417,0.27836874522472277,0.0005318205991845417
ieee,3DIC,DSA,3,5236,41,198225.26999954417,2.770108489065534,0.0005688282138794084
ieee,3DIC,HighNA,3,5236,33,198225.26999954417,3.441649940960209,0.000569692366122294
ieee,3DNAND,Resist,3,1789,735,198225.26999954417,0.4522541837294673,0.001190003966679889
ieee,3DNAND,RuMo,3,1789,49,198225.26999954417,6.78381275594201,0.0016348773841961854
ieee,AIAccel,CoWoS,3,1295,87,198225.26999954417,5.278265743563951,0.002175489485134155
ieee,AIAccel,FeRAM,3,1295,507,198225.26999954417,0.9057379086589028,0.0016675931072818232
ieee,AIAccel,GlassSubstrate,3,1295,361,198225.26999954417,1.2720474229641654,0.0018148820326678765
ieee,Airgap,Resist,3,108,735,198225.26999954417,7.491506802703862,0.0035714285714285713
ieee,BSPDN,HBM,3,186,936,198225.26999954417,3.4157924937886714,0.002680965147453083
ieee,CFET,RuMo,3,405,49,198225.26999954417,29.966027210815447,0.0066518847006651885
ieee,CIM,SiC,3,3692,7165,198225.26999954417,0.022480314653989898,0.0002763957987838585
ieee,CNT,RISCV,3,675,848,198225.26999954417,1.0389165094315733,0.001973684210526316
ieee,CPO,DTCO,3,2050,339,198225.26999954417,0.8557102093656127,0.0012573344509639564
ieee,Chiplet,HKMG,3,1978,829,198225.26999954417,0.3626598311209996,0.0010699001426533524
ieee,Chiplet,MLforEDA,3,1978,58,198225.26999954417,5.183534482746701,0.0014756517461878996
ieee,Chiplet,MRAM,3,1978,1637,198225.26999954417,0.18365607819139196,0.0008305647840531562
ieee,Chiplet,PCM,3,1978,743,198225.26999954417,0.40463660834361864,0.0011037527593818985
ieee,Cryo,MRAM,3,408,1637,198225.26999954417,0.8903718692710131,0.0014691478942213516
ieee,DRAM,Resist,3,3738,735,198225.26999954417,0.21644802961263163,0.0006711409395973154
ieee,DSA,NIL,3,41,131,198225.26999954417,110.71975609730637,0.01775147928994083
ieee,DTCO,MultiPatterning,3,339,141,198225.26999954417,12.441176802833375,0.006289308176100629
ieee,EUV,NIL,3,246,131,198225.26999954417,18.453292682884396,0.008021390374331552
ieee,FanOut,MLforEDA,3,1341,58,198225.26999954417,7.645809997668139,0.002148997134670487
ieee,FinFET,HighNA,3,4889,33,198225.26999954417,3.685923315783934,0.0006098800569221387
ieee,GAA,Ga2O3,3,545,1215,198225.26999954417,0.8980644240550195,0.001707455890722823
ieee,GAA,SiC,3,545,7165,198225.26999954417,0.15228866367436827,0.00038925652004671076
ieee,GaN,HybridBonding,3,4448,988,198225.26999954417,0.13531892830845882,0.0005521811154058532
ieee,GaN,MRAM,3,4448,1637,198225.26999954417,0.08167080095831235,0.0004932587964485367
ieee,MLforEDA,RISCV,3,58,848,198225.26999954417,12.090838687350207,0.0033222591362126247
ieee,MRAM,TFET,3,1637,1221,198225.26999954417,0.29751983838048596,0.0010507880910683013
ieee,MultiPatterning,NIL,3,141,131,198225.26999954417,32.19510638290469,0.011152416356877323
ieee,RISCV,UCIe,3,848,162,198225.26999954417,4.3288187892982215,0.0029791459781529296
ieee,Resist,TFET,3,735,1221,198225.26999954417,0.6626394223521843,0.0015360983102918587
ieee,2D-channel,Chiplet,2,386,1978,198225.26999954417,0.5192487046620183,0.000846740050804403
ieee,2D-channel,Cryo,2,386,408,198225.26999954417,2.5173380828957654,0.0025252525252525255
ieee,2D-channel,PCM,2,386,743,198225.26999954417,1.382333698279236,0.001774622892635315
ieee,3DNAND,BSPDN,2,1789,186,198225.26999954417,1.1914223119754783,0.0010136847440446021
ieee,3DNAND,CFET,2,1789,405,198225.26999954417,0.5471717284628123,0.0009124087591240876
ieee,3DNAND,DTCO,2,1789,339,198225.26999954417,0.6537007375440678,0.0009407337723424271
ieee,3DNAND,FanOut,2,1789,1341,198225.26999954417,0.16525320658272855,0.0006393861892583121
ieee,Airgap,Chiplet,2,108,1978,198225.26999954417,1.8558333333290657,0.0009596928982725527
ieee,BSPDN,Ga2O3,2,186,1215,198225.26999954417,1.7542835523655398,0.0014295925661186562
ieee,BSPDN,MultiPatterning,2,186,141,198225.26999954417,15.11669869591582,0.006153846153846154
ieee,BSPDN,OxideSemi,2,186,1629,198225.26999954417,1.3084435335323086,0.0011031439602868175
ieee,BSPDN,SiC,2,186,7165,198225.26999954417,0.29748143979401687,0.00027214587018641994
ieee,CFET,Ga2O3,2,405,1215,198225.26999954417,0.8056709647900997,0.0012360939431396785
ieee,CFET,TFET,2,405,1221,198225.26999954417,0.8017118937100501,0.0012315270935960591
ieee,CIM,UCIe,2,3692,162,198225.26999954417,0.6628454917524182,0.0005192107995846313
ieee,CPO,HighNA,2,2050,33,198225.26999954417,5.860318403534196,0.0009610764055742432
ieee,CPO,MRAM,2,2050,1637,198225.26999954417,0.11813714558132465,0.000542740841248304
ieee,CPO,TFET,2,2050,1221,198225.26999954417,0.15838698387930258,0.000611807892321811
ieee,Chiplet,OxideSemi,2,1978,1629,198225.26999954417,0.12303867403286624,0.0005547850208044383
ieee,CoWoS,DRAM,2,87,3738,198225.26999954417,1.219075109312523,0.000523149359142035
ieee,CoWoS,GlassSubstrate,2,87,361,198225.26999954417,12.622999331330224,0.004484304932735426
ieee,CompLitho,DSA,2,138,41,198225.26999954417,70.06902439008277,0.011299435028248588
ieee,CompLitho,Neuromorphic,2,138,5415,198225.26999954417,0.5305318559544586,0.0003602954422626554
ieee,Cryo,FeFET,2,408,2357,198225.26999954417,0.41225816716069813,0.0007238508867173362
ieee,Cryo,Neuromorphic,2,408,5415,198225.26999954417,0.17944459833753748,0.0003435835767050335
ieee,DRAM,Ga2O3,2,3738,1215,198225.26999954417,0.08729179795077324,0.0004039587962027873
ieee,DSA,EUV,2,41,246,198225.26999954417,39.30701368224155,0.007017543859649123
ieee,DSA,FinFET,2,41,4889,198225.26999954417,1.9778125109084521,0.00040584415584415587
ieee,DSA,HybridBonding,2,41,988,198225.26999954417,9.786968993756501,0.0019474196689386564
ieee,DTCO,EUV,2,339,246,198225.26999954417,4.753945607586737,0.003430531732418525
ieee,DTCO,Resist,2,339,735,198225.26999954417,1.5911164890698466,0.0018656716417910447
ieee,DTCO,UCIe,2,339,162,198225.26999954417,7.21895444115023,0.004008016032064128
ieee,EUV,HBM,2,246,936,198225.26999954417,1.72178158223494,0.001694915254237288
ieee,EUV,HybridBonding,2,246,988,198225.26999954417,1.6311614989594168,0.0016233766233766235
ieee,FanOut,GAA,2,1341,545,198225.26999954417,0.5424550212412869,0.0010615711252653928
ieee,FanOut,HighNA,2,1341,33,198225.26999954417,8.958726865954587,0.0014577259475218659
ieee,FeFET,SiC,2,2357,7165,198225.26999954417,0.02347541272875992,0.0002100840336134454
ieee,FeRAM,GAA,2,507,545,198225.26999954417,1.4347774822180783,0.0019047619047619048
ieee,FeRAM,Ga2O3,2,507,1215,198225.26999954417,0.6435833150690146,0.0011627906976744186
ieee,FeRAM,HKMG,2,507,829,198225.26999954417,0.9432493700951179,0.0014992503748125937
ieee,FeRAM,Node,2,507,233,198225.26999954417,3.3560245828706123,0.0027100271002710027
ieee,GAA,HighNA,2,545,33,198225.26999954417,22.043399499532295,0.003472222222222222
ieee,GAA,RuMo,2,545,49,198225.26999954417,14.845554764991137,0.0033783783783783786
ieee,HBM,OxideSemi,2,936,1629,198225.26999954417,0.2600112149968049,0.0007803355442840422
ieee,HBM,Photonic-computing,2,936,277,198225.26999954417,1.5290912246563004,0.0016515276630883566
ieee,HKMG,MRAM,2,829,1637,198225.26999954417,0.2921364878669669,0.0008116883116883117
ieee,HKMG,PCM,2,829,743,198225.26999954417,0.6436439174134923,0.0012738853503184713
ieee,HybridBonding,MRAM,2,988,1637,198225.26999954417,0.2451226198802789,0.0007624857033930614
ieee,MLforEDA,Node,2,58,233,198225.26999954417,29.3362838537138,0.006920415224913495
ieee,MRAM,MultiPatterning,2,1637,141,198225.26999954417,1.7175967974589754,0.0011261261261261261
ieee,MRAM,Resist,2,1637,735,198225.26999954417,0.3294981611451912,0.0008438818565400844
ieee,NIL,OxideSemi,2,131,1629,198225.26999954417,1.8577900552443467,0.0011376564277588168
ieee,Neuromorphic,Resist,2,5415,735,198225.26999954417,0.09961006275063305,0.00032530904359141186
ieee,OxideSemi,RISCV,2,1629,848,198225.26999954417,0.28699351089269975,0.0008080808080808081
ieee,OxideSemi,SiC,2,1629,7165,198225.26999954417,0.03396657323614925,0.00022747952684258417
ieee,OxideSemi,TFET,2,1629,1221,198225.26999954417,0.19932063655774726,0.0007022471910112359
ieee,RRAM,Resist,2,6857,735,198225.26999954417,0.07866246022964532,0.00026350461133069827
ieee,Resist,RuMo,2,735,49,198225.26999954417,11.007928363156694,0.0025575447570332483
ieee,RuMo,SiC,2,49,7165,198225.26999954417,1.1292152612589212,0.00027731558513588466
ieee,2D-channel,3DNAND,1,386,1789,198225.26999954417,0.2870525259422785,0.00045998160073597056
ieee,2D-channel,AIAccel,1,386,1295,198225.26999954417,0.39655364394651443,0.0005952380952380953
ieee,2D-channel,Airgap,1,386,108,198225.26999954417,4.754971934358668,0.002028397565922921
ieee,2D-channel,CPO,1,386,2050,198225.26999954417,0.25050583849304203,0.0004106776180698152
ieee,2D-channel,CompLitho,1,386,138,198225.26999954417,3.7212823834111317,0.0019120458891013384
ieee,2D-channel,DSA,1,386,41,198225.26999954417,12.525291924652102,0.002347417840375587
ieee,2D-channel,EUV,1,386,246,198225.26999954417,2.0875486541086836,0.001584786053882726
ieee,2D-channel,Ga2O3,1,386,1215,198225.26999954417,0.4226641719429927,0.000625
ieee,2D-channel,RISCV,1,386,848,198225.26999954417,0.6055860482437927,0.0008110300081103001
ieee,2D-channel,RuMo,1,386,49,198225.26999954417,10.480346304300738,0.002304147465437788
ieee,2D-channel,SiC,1,386,7165,198225.26999954417,0.07167298938042375,0.00013245033112582781
ieee,3DIC,MultiPatterning,1,5236,141,198225.26999954417,0.2684975131245553,0.00018601190476190475
ieee,3DIC,NIL,1,5236,131,198225.26999954417,0.28899350649284195,0.00018635855385762206
ieee,3DIC,RuMo,1,5236,49,198225.26999954417,0.7726152928686182,0.00018925056775170325
ieee,3DNAND,Airgap,1,1789,108,198225.26999954417,1.025946990867773,0.0005274261603375527
ieee,3DNAND,CompLitho,1,1789,138,198225.26999954417,0.8029150363313007,0.0005192107995846313
ieee,3DNAND,Cryo,1,1789,408,198225.26999954417,0.2715742034649987,0.0004553734061930783
ieee,3DNAND,EUV,1,1789,246,198225.26999954417,0.4504157520882906,0.0004916420845624386
ieee,3DNAND,HighNA,1,1789,33,198225.26999954417,3.3576446973854392,0.0005491488193300384
ieee,3DNAND,NIL,1,1789,131,198225.26999954417,0.8458188932344999,0.0005211047420531526
ieee,AIAccel,BSPDN,1,1295,186,198225.26999954417,0.8229554116309385,0.0006756756756756757
ieee,AIAccel,Cryo,1,1295,408,198225.26999954417,0.3751708494199867,0.0005875440658049354
ieee,AIAccel,EUV,1,1295,246,198225.26999954417,0.6222345795258316,0.0006493506493506494
ieee,AIAccel,HKMG,1,1295,829,198225.26999954417,0.1846437956132142,0.0004710315591144607
ieee,AIAccel,HighNA,1,1295,33,198225.26999954417,4.63847595646529,0.0007535795026375283
ieee,AIAccel,SiC,1,1295,7165,198225.26999954417,0.021363531969763372,0.00011821728336682824
ieee,Airgap,BSPDN,1,108,186,198225.26999954417,9.86784498205616,0.0034129692832764505
ieee,Airgap,CFET,1,108,405,198225.26999954417,4.531899176944311,0.001953125
ieee,Airgap,DRAM,1,108,3738,198225.26999954417,0.4910163634730995,0.0002600780234070221
ieee,Airgap,Ga2O3,1,108,1215,198225.26999954417,1.510633058981437,0.0007564296520423601
ieee,Airgap,GlassSubstrate,1,108,361,198225.26999954417,5.084263619563562,0.002136752136752137
ieee,Airgap,HybridBonding,1,108,988,198225.26999954417,1.8577117071482248,0.0009132420091324201
ieee,Airgap,RRAM,1,108,6857,198225.26999954417,0.2676708716147653,0.00014359563469270534
ieee,BSPDN,CNT,1,186,675,198225.26999954417,1.5788551971289857,0.0011627906976744186
ieee,BSPDN,CPO,1,186,2050,198225.26999954417,0.519866955152227,0.00044742729306487697
ieee,BSPDN,Cryo,1,186,408,198225.26999954417,2.6120766128972193,0.0016863406408094434
ieee,BSPDN,DRAM,1,186,3738,198225.26999954417,0.28510627556502555,0.0002549069589599796
ieee,BSPDN,FeFET,1,186,2357,198225.26999954417,0.4521541188214109,0.0003933910306845004
ieee,BSPDN,FeRAM,1,186,507,198225.26999954417,2.102026150023798,0.001445086705202312
ieee,BSPDN,RRAM,1,186,6857,198225.26999954417,0.15542179642147666,0.00014200511218403862
ieee,BSPDN,Resist,1,186,735,198225.26999954417,1.4499690585878442,0.0010869565217391304
ieee,CFET,Cryo,1,405,408,198225.26999954417,1.1996203703676118,0.0012315270935960591
ieee,CFET,HBM,1,405,936,198225.26999954417,0.5229114434935743,0.0007462686567164179
ieee,CFET,MLforEDA,1,405,58,198225.26999954417,8.438708812241131,0.0021645021645021645
ieee,CFET,MRAM,1,405,1637,198225.26999954417,0.2989890721502661,0.0004899559039686428
ieee,CFET,NIL,1,405,131,198225.26999954417,3.7362222222136303,0.001869158878504673
ieee,CFET,Neuromorphic,1,405,5415,198225.26999954417,0.09038690879224111,0.00017185083347654237
ieee,CIM,CoWoS,1,3692,87,198225.26999954417,0.6171320095625963,0.00026469031233456857
ieee,CIM,CompLitho,1,3692,138,198225.26999954417,0.38906148428946286,0.00026116479498563595
ieee,CIM,EUV,1,3692,246,198225.26999954417,0.2182540033818938,0.000254000508001016
ieee,CIM,FanOut,1,3692,1341,198225.26999954417,0.040037647152830626,0.0001987281399046105
ieee,CIM,Ga2O3,1,3692,1215,198225.26999954417,0.04418969945016121,0.00020383204239706482
ieee,CIM,Resist,1,3692,735,198225.26999954417,0.07304827868291956,0.00022593764121102577
ieee,CNT,Chiplet,1,675,1978,198225.26999954417,0.14846666666632524,0.0003770739064856712
ieee,CNT,DTCO,1,675,339,198225.26999954417,0.8662745329380276,0.0009871668311944718
ieee,CNT,GaN,1,675,4448,198225.26999954417,0.06602227218210237,0.0001952362358453729
ieee,CNT,HBM,1,675,936,198225.26999954417,0.3137468660961446,0.0006211180124223603
ieee,CPO,Cryo,1,2050,408,198225.26999954417,0.23699817073116233,0.000407000407000407
ieee,CPO,EUV,1,2050,246,198225.26999954417,0.39307013682241554,0.00043572984749455336
ieee,CPO,FeFET,1,2050,2357,198225.26999954417,0.04102471517111338,0.00022696323195642307
ieee,CPO,GAA,1,2050,545,198225.26999954417,0.17742248377672334,0.00038550501156515033
ieee,CPO,Ga2O3,1,2050,1215,198225.26999954417,0.07958457091219277,0.00030637254901960784
ieee,CPO,HKMG,1,2050,829,198225.26999954417,0.11664083674103043,0.00034746351633078526
ieee,CPO,RISCV,1,2050,848,198225.26999954417,0.11402742176687998,0.00034518467380048324
ieee,CPO,SiC,1,2050,7165,198225.26999954417,0.013495499463826131,0.00010853049706967658
ieee,Chiplet,CompLitho,1,1978,138,198225.26999954417,0.7261956521722431,0.00047281323877068556
ieee,Chiplet,Cryo,1,1978,408,198225.26999954417,0.24562499999943516,0.0004192872117400419
ieee,Chiplet,DSA,1,1978,41,198225.26999954417,2.444268292677306,0.0004955401387512388
ieee,Chiplet,EUV,1,1978,246,198225.26999954417,0.407378048779551,0.000449842555105713
ieee,Chiplet,FeRAM,1,1978,507,198225.26999954417,0.19766272189303657,0.00040257648953301127
ieee,Chiplet,Ga2O3,1,1978,1215,198225.26999954417,0.08248148148129181,0.0003132832080200501
ieee,Chiplet,HighNA,1,1978,33,198225.26999954417,3.0368181818111983,0.0004975124378109452
ieee,Chiplet,SiQubit,1,1978,47,198225.26999954417,2.1322340425482884,0.0004940711462450593
ieee,Chiplet,TFET,1,1978,1221,198225.26999954417,0.08207616707597834,0.00031269543464665416
ieee,CoWoS,DTCO,1,87,339,198225.26999954417,6.721095514174352,0.002352941176470588
ieee,CoWoS,GAA,1,87,545,198225.26999954417,4.180644732669918,0.001584786053882726
ieee,CoWoS,HKMG,1,87,829,198225.26999954417,2.7484335094150847,0.001092896174863388
ieee,CoWoS,RISCV,1,87,848,198225.26999954417,2.686853041633379,0.0010706638115631692
ieee,CoWoS,Resist,1,87,735,198225.26999954417,3.0999338493947013,0.001218026796589525
ieee,CompLitho,DTCO,1,138,339,198225.26999954417,4.237212389370788,0.0021008403361344537
ieee,CompLitho,HBM,1,138,936,198225.26999954417,1.5346314102528813,0.0009319664492078285
ieee,Cryo,EUV,1,408,246,198225.26999954417,1.9749847560930194,0.0015313935681470138
ieee,Cryo,Ga2O3,1,408,1215,198225.26999954417,0.39987345678920394,0.0006165228113440197
ieee,Cryo,HighNA,1,408,33,198225.26999954417,14.72261363632978,0.0022727272727272726
ieee,Cryo,NIL,1,408,131,198225.26999954417,3.7087499999914715,0.0018587360594795538
ieee,Cryo,PCM,1,408,743,198225.26999954417,0.6538980484507171,0.0008695652173913044
ieee,Cryo,Resist,1,408,735,198225.26999954417,0.661015306120929,0.0008756567425569177
ieee,DRAM,GaN,1,3738,4448,198225.26999954417,0.01192215990447274,0.00012217470983506414
ieee,DRAM,HighNA,1,3738,33,198225.26999954417,1.6069626440937803,0.0002652519893899204
ieee,DRAM,MLforEDA,1,3738,58,198225.26999954417,0.9143063319843922,0.00026350461133069827
ieee,DSA,Resist,1,41,735,198225.26999954417,6.57790841213022,0.0012903225806451613
ieee,DTCO,Ga2O3,1,339,1215,198225.26999954417,0.4812636294100153,0.000643915003219575
ieee,DTCO,HKMG,1,339,829,198225.26999954417,0.7053501926817475,0.000856898029134533
ieee,DTCO,RISCV,1,339,848,198225.26999954417,0.6895463558174159,0.0008431703204047217
ieee,EUV,FanOut,1,246,1341,198225.26999954417,0.6008902166189052,0.0006305170239596469
ieee,EUV,MRAM,1,246,1637,198225.26999954417,0.4922381065888527,0.0005313496280552603
ieee,EUV,RRAM,1,246,6857,198225.26999954417,0.11751404119672625,0.000140805406927626
ieee,FanOut,HKMG,1,1341,829,198225.26999954417,0.17831000396652677,0.0004610419548178884
ieee,FanOut,MultiPatterning,1,1341,141,198225.26999954417,1.0483616545266006,0.0006752194463200541
ieee,FanOut,Photonic-computing,1,1341,277,198225.26999954417,0.5336425750478364,0.0006184291898577613
ieee,FeFET,HBM,1,2357,936,198225.26999954417,0.08985113899656241,0.00030376670716889426
ieee,FeFET,Photonic-computing,1,2357,277,198225.26999954417,0.3036125129992145,0.00037979491074819596
ieee,FeFET,RISCV,1,2357,848,198225.26999954417,0.09917531379809248,0.00031210986267166043
ieee,FeFET,RuMo,1,2357,49,198225.26999954417,1.7163401245057637,0.0004158004158004158
ieee,FeRAM,GaN,1,507,4448,198225.26999954417,0.087899474798657,0.00020185708518368994
ieee,FeRAM,TFET,1,507,1221,198225.26999954417,0.3202103717480969,0.0005790387955993051
ieee,FinFET,NIL,1,4889,131,198225.26999954417,0.30950501124903257,0.00019924287706714485
ieee,FinFET,PCM,1,4889,743,198225.26999954417,0.05456952419061006,0.0001775883502042266
ieee,FinFET,Photonic-computing,1,4889,277,198225.26999954417,0.14637240604196125,0.0001936108422071636
ieee,FinFET,RuMo,1,4889,49,198225.26999954417,0.8274521729310871,0.00020255215718047398
ieee,FinFET,SiQubit,1,4889,47,198225.26999954417,0.8626629036941121,0.00020263424518743666
ieee,GAA,PCM,1,545,743,198225.26999954417,0.48952367663833496,0.000777000777000777
ieee,GAA,SiQubit,1,545,47,198225.26999954417,7.738640249835806,0.001692047377326565
ieee,Ga2O3,HybridBonding,1,1215,988,198225.26999954417,0.16512992952428665,0.00045413260672116256
ieee,Ga2O3,MRAM,1,1215,1637,198225.26999954417,0.0996630240500887,0.00035075412136092597
ieee,Ga2O3,MultiPatterning,1,1215,141,198225.26999954417,1.1570806409219518,0.0007380073800738007
ieee,Ga2O3,Node,1,1215,233,198225.26999954417,0.7002075981544859,0.000691085003455425
ieee,Ga2O3,Resist,1,1215,735,198225.26999954417,0.22197057193196626,0.000513083632632119
ieee,Ga2O3,TFET,1,1215,1221,198225.26999954417,0.13361864895167502,0.0004106776180698152
ieee,GaN,NIL,1,4448,131,198225.26999954417,0.34019109712151985,0.00021843599825251202
ieee,GaN,OxideSemi,1,4448,1629,198225.26999954417,0.027357295103081092,0.00016458196181698485
ieee,GaN,Photonic-computing,1,4448,277,198225.26999954417,0.16088459827768628,0.00021168501270110075
ieee,GaN,RISCV,1,4448,848,198225.26999954417,0.05255310580532913,0.00018885741265344664
ieee,GaN,UCIe,1,4448,162,198225.26999954417,0.2750928007587599,0.00021696680407897592
ieee,GlassSubstrate,RISCV,1,361,848,198225.26999954417,0.6475241402274348,0.0008278145695364238
ieee,HBM,HKMG,1,936,829,198225.26999954417,0.2554633710674278,0.0005668934240362812
ieee,HBM,HighNA,1,936,33,198225.26999954417,6.4175495337847765,0.0010330578512396695
ieee,HBM,MLforEDA,1,936,58,198225.26999954417,3.6513643899120276,0.0010070493454179255
ieee,HBM,MRAM,1,936,1637,198225.26999954417,0.12937027160348052,0.00038880248833592535
ieee,HKMG,MultiPatterning,1,829,141,198225.26999954417,1.6958419526178183,0.0010319917440660474
ieee,HighNA,NIL,1,33,131,198225.26999954417,45.85363636353092,0.006134969325153374
ieee,HybridBonding,NIL,1,988,131,198225.26999954417,1.5315485829924296,0.0008944543828264759
ieee,HybridBonding,OxideSemi,1,988,1629,198225.26999954417,0.1231632071037497,0.00038226299694189603
ieee,HybridBonding,PCM,1,988,743,198225.26999954417,0.27003077304442563,0.0005780346820809249
ieee,HybridBonding,Photonic-computing,1,988,277,198225.26999954417,0.724306369574037,0.0007911392405063291
ieee,HybridBonding,RRAM,1,988,6857,198225.26999954417,0.02925956896193791,0.00012748597654258032
ieee,HybridBonding,SiC,1,988,7165,198225.26999954417,0.028001795446197943,0.0001226692836113837
ieee,MLforEDA,SiC,1,58,7165,198225.26999954417,0.47699610173868223,0.00013846579894765993
ieee,MRAM,RuMo,1,1637,49,198225.26999954417,2.471236208588934,0.0005934718100890207
ieee,MRAM,SiC,1,1637,7165,198225.26999954417,0.01690028949349027,0.00011362345188046812
ieee,MultiPatterning,PCM,1,141,743,198225.26999954417,1.8921305231765428,0.0011325028312570782
ieee,MultiPatterning,RRAM,1,141,6857,198225.26999954417,0.2050244974070543,0.00014291839359725596
ieee,MultiPatterning,TFET,1,141,1221,198225.26999954417,1.1513947409665612,0.0007347538574577516
ieee,Node,PCM,1,233,743,198225.26999954417,1.1450231921368779,0.0010256410256410256
ieee,Node,SiC,1,233,7165,198225.26999954417,0.11873722704224707,0.000135189941868325
ieee,OxideSemi,PCM,1,1629,743,198225.26999954417,0.16377557014603594,0.00042176296921130323
ieee,OxideSemi,Resist,1,1629,735,198225.26999954417,0.1655581613857207,0.00042319085907744394
ieee,PCM,RISCV,1,743,848,198225.26999954417,0.3146113251979865,0.0006289308176100629
ieee,PCM,TFET,1,743,1221,198225.26999954417,0.2185015591874632,0.0005094243504839531
