source,category,concept,label,year,docs,docs_raw,in_domain_total,share_pct,est_docs,partial_year
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2014,684.45,199,54786.3744,1.249315615265629,684.5,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2015,620.68,597,55077.7396,1.1269180698185446,620.7,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2016,616.0,616,57084.42108421685,1.0791035247448915,616.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2017,466.0,466,57757.9259,0.8068156754915605,466.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2018,672.0,672,73253.68136813681,0.9173600390441268,672.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2019,937.0,937,88107.50975097509,1.0634734798978134,937.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2020,807.0,807,90339.0211,0.8933016875472873,807.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2021,818.0,818,84263.3604,0.9707659368400883,818.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2022,778.0,778,79238.312,0.9818482756169767,778.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2023,1107.0,1107,84011.304,1.317679820801258,1107.0,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2024,1407.23,463,90252.2958,1.5592209421639613,1407.2,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2025,1675.32,1626,98690.00020002,1.6975600330373732,1675.3,False
all,Advanced packaging,3DIC,"2.5D / 3D integration (TSV, interposer)",2026,1252.0,1252,65841.26795359072,1.901542966764389,1252.0,True
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2014,409.86,243,54786.3744,0.7481057187825156,409.9,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2015,430.27,247,55077.7396,0.781212161437361,430.3,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2016,528.23,303,57084.42108421685,0.9253487903831099,528.2,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2017,576.2,321,57757.9259,0.9976033436477677,576.2,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2018,827.07,463,73253.68136813681,1.129052244046113,827.1,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2019,1158.06,662,88107.50975097509,1.3143699895046104,1158.1,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2020,1014.97,602,90339.0211,1.123514498653349,1015.0,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2021,1008.58,650,84263.3604,1.1969417413992909,1008.6,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2022,1074.86,776,79238.312,1.3564897998752123,1074.9,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2023,1281.42,849,84011.304,1.5252995001720333,1281.4,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2024,1369.96,875,90252.2958,1.5179207589014216,1370.0,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2025,1647.88,893,98690.00020002,1.6697564731247796,1647.9,False
all,Advanced packaging,CPO,Silicon photonics / co-packaged optics,2026,1160.07,886,65841.26795359072,1.761918276165401,1160.1,True
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2014,37.42,33,54786.3744,0.06830799610550092,37.4,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2015,34.67,31,55077.7396,0.06294436479258368,34.7,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2016,25.74,5,57084.42108421685,0.04508857574162111,25.7,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2017,48.67,46,57757.9259,0.08426202852966366,48.7,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2018,102.87,100,73253.68136813681,0.14042525200844116,102.9,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2019,197.68,191,88107.50975097509,0.22436793476371253,197.7,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2020,210.0,210,90339.0211,0.2324576882093313,210.0,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2021,249.0,249,84263.3604,0.2955021005784621,249.0,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2022,254.0,254,79238.312,0.32055200772070963,254.0,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2023,452.0,452,84011.304,0.5380228355936482,452.0,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2024,595.0,595,90252.2958,0.6592630079112071,595.0,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2025,799.6,756,98690.00020002,0.810209746052716,799.6,False
all,Advanced packaging,Chiplet,Chiplet / disaggregation,2026,553.0,553,65841.26795359072,0.8398987704638237,553.0,True
all,Advanced packaging,CoWoS,CoWoS,2014,1.0,1,54786.3744,0.0018252713579820314,1.0,False
all,Advanced packaging,CoWoS,CoWoS,2015,2.0,2,55077.7396,0.0036312310826931613,2.0,False
all,Advanced packaging,CoWoS,CoWoS,2016,0.0,0,57084.42108421685,0.0,0.0,False
all,Advanced packaging,CoWoS,CoWoS,2017,3.0,3,57757.9259,0.005194092331490733,3.0,False
all,Advanced packaging,CoWoS,CoWoS,2018,0.0,0,73253.68136813681,0.0,0.0,False
all,Advanced packaging,CoWoS,CoWoS,2019,5.0,5,88107.50975097509,0.005674885164876272,5.0,False
all,Advanced packaging,CoWoS,CoWoS,2020,6.0,6,90339.0211,0.006641648234552323,6.0,False
all,Advanced packaging,CoWoS,CoWoS,2021,11.0,11,84263.3604,0.013054309664108766,11.0,False
all,Advanced packaging,CoWoS,CoWoS,2022,8.0,8,79238.312,0.010096126227423926,8.0,False
all,Advanced packaging,CoWoS,CoWoS,2023,11.0,11,84011.304,0.01309347608745604,11.0,False
all,Advanced packaging,CoWoS,CoWoS,2024,23.0,23,90252.2958,0.025484116272197918,23.0,False
all,Advanced packaging,CoWoS,CoWoS,2025,31.0,31,98690.00020002,0.0314114904622259,31.0,False
all,Advanced packaging,CoWoS,CoWoS,2026,18.0,18,65841.26795359072,0.027338477157954476,18.0,True
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2014,99.9,63,54786.3744,0.18233913284833114,99.9,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2015,94.45,56,55077.7396,0.17149093993198908,94.5,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2016,94.64,49,57084.42108421685,0.16578136650228517,94.6,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2017,141.4,64,57757.9259,0.244810268253302,141.4,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2018,226.74,127,73253.68136813681,0.3095234657134346,226.7,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2019,247.43,140,88107.50975097509,0.2808235840122914,247.4,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2020,248.88,129,90339.0211,0.27549999653472085,248.9,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2021,241.5,151,84263.3604,0.2866006437281053,241.5,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2022,258.0,258,79238.312,0.3256000708344216,258.0,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2023,285.12,285,84011.304,0.3393869194357195,285.1,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2024,324.0,324,90252.2958,0.35899363792139677,324.0,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2025,395.0,395,98690.00020002,0.4002431849219106,395.0,False
all,Advanced packaging,FanOut,Fan-out packaging (FOWLP / InFO / FOPLP),2026,214.0,214,65841.26795359072,0.32502411732234765,214.0,True
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2014,48.0,48,54786.3744,0.0876130251831375,48.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2015,32.0,32,55077.7396,0.05809969732309058,32.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2016,37.0,37,57084.42108421685,0.06481628314214445,37.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2017,29.0,29,57757.9259,0.05020955920441042,29.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2018,30.0,30,73253.68136813681,0.0409535731716128,30.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2019,24.0,24,88107.50975097509,0.027239448791406103,24.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2020,28.0,28,90339.0211,0.03099435842791084,28.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2021,35.0,35,84263.3604,0.04153643984034607,35.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2022,36.0,36,79238.312,0.045432568023407664,36.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2023,52.0,52,84011.304,0.06189643241342855,52.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2024,67.0,67,90252.2958,0.07423633870596785,67.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2025,112.0,112,98690.00020002,0.11348667521836453,112.0,False
all,Advanced packaging,GlassSubstrate,Glass core / glass substrate,2026,85.0,85,65841.26795359072,0.12909836435700725,85.0,True
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2014,7.0,7,54786.3744,0.012776899505874219,7.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2015,20.0,20,55077.7396,0.036312310826931614,20.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2016,29.0,29,57084.42108421685,0.05080195165195106,29.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2017,23.0,23,57757.9259,0.03982137454142895,23.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2018,60.1,60,73253.68136813681,0.08204691963050068,60.1,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2019,85.0,85,88107.50975097509,0.09647304780289662,85.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2020,91.0,91,90339.0211,0.10073166489071023,91.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2021,108.14,108,84263.3604,0.12834093550669487,108.1,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2022,142.0,142,79238.312,0.17920624053677467,142.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2023,152.0,152,84011.304,0.18092803320848347,152.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2024,199.0,199,90252.2958,0.22049300600727764,199.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2025,350.0,350,98690.00020002,0.35464586005738913,350.0,False
all,Advanced packaging,HBM,High-bandwidth memory (HBM),2026,263.0,263,65841.26795359072,0.39944552736344596,263.0,True
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2014,23.49,20,54786.3744,0.04288170843685786,23.5,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2015,33.07,30,55077.7396,0.06004240595233144,33.1,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2016,36.35,34,57084.42108421685,0.06367061154282112,36.3,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2017,38.34,35,57757.9259,0.06637472878274991,38.3,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2018,54.24,53,73253.68136813681,0.07404007281732823,54.2,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2019,91.85,89,88107.50975097509,0.10424537052471093,91.8,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2020,84.28,75,90339.0211,0.09329090759603743,84.3,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2021,109.0,109,84263.3604,0.12935634121707779,109.0,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2022,130.0,130,79238.312,0.1640620511956388,130.0,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2023,218.0,218,84011.304,0.2594888897332197,218.0,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2024,316.15,301,90252.2958,0.3502961675722088,316.2,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2025,329.34,290,98690.00020002,0.3337149991547662,329.3,False
all,Advanced packaging,HybridBonding,Hybrid bonding / SoIC,2026,274.0,274,65841.26795359072,0.4161523745155292,274.0,True
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2014,0.0,0,54786.3744,0.0,0.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2015,0.0,0,55077.7396,0.0,0.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2016,0.0,0,57084.42108421685,0.0,0.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2017,1.0,1,57757.9259,0.0017313641104969109,1.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2018,1.0,1,73253.68136813681,0.0013651191057204267,1.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2019,2.0,2,88107.50975097509,0.0022699540659505088,2.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2020,9.0,9,90339.0211,0.009962472351828483,9.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2021,8.0,8,84263.3604,0.009494043392079102,8.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2022,7.0,7,79238.312,0.008834110448995935,7.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2023,25.0,25,84011.304,0.029757900198763728,25.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2024,42.0,42,90252.2958,0.046536212323144026,42.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2025,72.0,72,98690.00020002,0.07295571978323434,72.0,False
all,Advanced packaging,UCIe,UCIe / die-to-die standards,2026,49.0,49,65841.26795359072,0.0744214100410983,49.0,True
all,Design & compute,AIAccel,AI accelerator / NPU,2014,8.0,8,54786.3744,0.014602170863856252,8.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2015,4.0,4,55077.7396,0.007262462165386323,4.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2016,10.0,10,57084.42108421685,0.017517914362741745,10.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2017,17.0,17,57757.9259,0.029433189878447487,17.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2018,69.0,69,73253.68136813681,0.09419321829470945,69.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2019,154.0,154,88107.50975097509,0.17478646307818918,154.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2020,187.14,187,90339.0211,0.20715689929638176,187.1,False
all,Design & compute,AIAccel,AI accelerator / NPU,2021,235.0,235,84263.3604,0.27888752464232364,235.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2022,213.0,213,79238.312,0.268809360805162,213.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2023,267.0,267,84011.304,0.3178143741227966,267.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2024,365.0,365,90252.2958,0.40442184518922786,365.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2025,482.0,482,98690.00020002,0.48839801299331875,482.0,False
all,Design & compute,AIAccel,AI accelerator / NPU,2026,301.08,296,65841.26795359072,0.4572786023744313,301.1,True
all,Design & compute,DTCO,DTCO / STCO,2014,2.0,2,54786.3744,0.003650542715964063,2.0,False
all,Design & compute,DTCO,DTCO / STCO,2015,7.0,7,55077.7396,0.012709308789426063,7.0,False
all,Design & compute,DTCO,DTCO / STCO,2016,5.0,5,57084.42108421685,0.008758957181370873,5.0,False
all,Design & compute,DTCO,DTCO / STCO,2017,6.0,6,57757.9259,0.010388184662981467,6.0,False
all,Design & compute,DTCO,DTCO / STCO,2018,20.0,20,73253.68136813681,0.027302382114408535,20.0,False
all,Design & compute,DTCO,DTCO / STCO,2019,23.0,23,88107.50975097509,0.02610447175843085,23.0,False
all,Design & compute,DTCO,DTCO / STCO,2020,32.0,32,90339.0211,0.03542212391761239,32.0,False
all,Design & compute,DTCO,DTCO / STCO,2021,36.0,36,84263.3604,0.042723195264355966,36.0,False
all,Design & compute,DTCO,DTCO / STCO,2022,35.0,35,79238.312,0.04417055224497967,35.0,False
all,Design & compute,DTCO,DTCO / STCO,2023,48.0,48,84011.304,0.057135168381626356,48.0,False
all,Design & compute,DTCO,DTCO / STCO,2024,84.0,84,90252.2958,0.09307242464628805,84.0,False
all,Design & compute,DTCO,DTCO / STCO,2025,107.0,107,98690.00020002,0.10842030578897326,107.0,False
all,Design & compute,DTCO,DTCO / STCO,2026,61.0,61,65841.26795359072,0.09264706147973462,61.0,True
all,Design & compute,MLforEDA,ML for EDA / chip design,2014,0.0,0,54786.3744,0.0,0.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2015,0.0,0,55077.7396,0.0,0.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2016,0.0,0,57084.42108421685,0.0,0.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2017,0.0,0,57757.9259,0.0,0.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2018,0.0,0,73253.68136813681,0.0,0.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2019,9.0,9,88107.50975097509,0.010214793296777288,9.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2020,7.0,7,90339.0211,0.00774858960697771,7.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2021,13.0,13,84263.3604,0.015427820512128543,13.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2022,14.0,14,79238.312,0.01766822089799187,14.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2023,15.0,15,84011.304,0.017854740119258236,15.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2024,22.0,22,90252.2958,0.024376111216884964,22.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2025,22.0,22,98690.00020002,0.022292025489321604,22.0,False
all,Design & compute,MLforEDA,ML for EDA / chip design,2026,29.0,29,65841.26795359072,0.04404532431003776,29.0,True
all,Design & compute,Neuromorphic,Neuromorphic hardware,2014,214.0,214,54786.3744,0.3906080706081547,214.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2015,296.0,296,55077.7396,0.5374222002385879,296.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2016,379.0,379,57084.42108421685,0.6639289543479121,379.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2017,515.0,515,57757.9259,0.8916525169059092,515.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2018,929.0,929,73253.68136813681,1.2681956492142763,929.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2019,1360.0,1360,88107.50975097509,1.5435687648463459,1360.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2020,1713.0,1713,90339.0211,1.896190570964688,1713.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2021,1872.0,1872,84263.3604,2.22160615374651,1872.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2022,2191.81,2190,79238.312,2.7661005883012675,2191.8,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2023,2651.0,2651,84011.304,3.1555277370769055,2651.0,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2024,3194.69,2804,90252.2958,3.5397334088279395,3194.7,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2025,4321.42,2822,98690.00020002,4.378784737975748,4321.4,False
all,Design & compute,Neuromorphic,Neuromorphic hardware,2026,3271.95,2846,65841.26795359072,4.969453710459646,3272.0,True
all,Design & compute,Photonic-computing,Photonic / optical computing,2014,16.0,16,54786.3744,0.029204341727712503,16.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2015,11.0,11,55077.7396,0.019971770954812385,11.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2016,10.0,10,57084.42108421685,0.017517914362741745,10.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2017,21.0,21,57757.9259,0.03635864632043513,21.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2018,38.0,38,73253.68136813681,0.051874526017376216,38.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2019,41.0,41,88107.50975097509,0.04653405835198543,41.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2020,86.0,86,90339.0211,0.09519695802858329,86.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2021,108.0,108,84263.3604,0.1281695857930679,108.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2022,130.0,130,79238.312,0.1640620511956388,130.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2023,183.0,183,84011.304,0.2178278294549505,183.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2024,210.0,210,90252.2958,0.2326810616157201,210.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2025,286.0,286,98690.00020002,0.2897963313611808,286.0,False
all,Design & compute,Photonic-computing,Photonic / optical computing,2026,201.0,201,65841.26795359072,0.3052796615971583,201.0,True
all,Design & compute,RISCV,RISC-V,2014,0.0,0,54786.3744,0.0,0.0,False
all,Design & compute,RISCV,RISC-V,2015,0.0,0,55077.7396,0.0,0.0,False
all,Design & compute,RISCV,RISC-V,2016,2.0,2,57084.42108421685,0.003503582872548349,2.0,False
all,Design & compute,RISCV,RISC-V,2017,7.0,7,57757.9259,0.012119548773478378,7.0,False
all,Design & compute,RISCV,RISC-V,2018,16.0,16,73253.68136813681,0.021841905691526827,16.0,False
all,Design & compute,RISCV,RISC-V,2019,48.0,48,88107.50975097509,0.05447889758281221,48.0,False
all,Design & compute,RISCV,RISC-V,2020,77.0,77,90339.0211,0.0852344856767548,77.0,False
all,Design & compute,RISCV,RISC-V,2021,96.0,96,84263.3604,0.11392852070494923,96.0,False
all,Design & compute,RISCV,RISC-V,2022,109.0,109,79238.312,0.13755971984865098,109.0,False
all,Design & compute,RISCV,RISC-V,2023,172.0,172,84011.304,0.20473435336749443,172.0,False
all,Design & compute,RISCV,RISC-V,2024,225.0,225,90252.2958,0.2493011374454144,225.0,False
all,Design & compute,RISCV,RISC-V,2025,277.0,277,98690.00020002,0.28067686638827655,277.0,False
all,Design & compute,RISCV,RISC-V,2026,218.28,218,65841.26795359072,0.33152219441041075,218.3,True
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2014,10.0,10,54786.3744,0.018252713579820314,10.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2015,16.0,16,55077.7396,0.02904984866154529,16.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2016,13.0,13,57084.42108421685,0.02277328867156427,13.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2017,11.0,11,57757.9259,0.01904500521546602,11.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2018,18.0,18,73253.68136813681,0.02457214390296768,18.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2019,34.0,34,88107.50975097509,0.03858921912115865,34.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2020,25.0,25,90339.0211,0.027673534310634677,25.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2021,30.0,30,84263.3604,0.035602662720296635,30.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2022,26.0,26,79238.312,0.03281241023912776,26.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2023,22.0,22,84011.304,0.02618695217491208,22.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2024,20.0,20,90252.2958,0.02216010110625906,20.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2025,27.0,27,98690.00020002,0.027358394918712878,27.0,False
all,Interconnect & BEOL,Airgap,Air-gap / low-k dielectric,2026,18.0,18,65841.26795359072,0.027338477157954476,18.0,True
all,Interconnect & BEOL,HKMG,High-k / metal gate,2014,127.0,127,54786.3744,0.23180946246371797,127.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2015,123.0,123,55077.7396,0.2233207115856294,123.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2016,118.0,118,57084.42108421685,0.2067113894803526,118.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2017,106.0,106,57757.9259,0.18352459571267257,106.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2018,195.0,195,73253.68136813681,0.2661982256154832,195.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2019,250.0,250,88107.50975097509,0.2837442582438136,250.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2020,230.0,230,90339.0211,0.25459651565783903,230.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2021,213.0,213,84263.3604,0.25277890531410613,213.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2022,174.0,174,79238.312,0.21959074544647036,174.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2023,210.18,204,84011.304,0.25018278276197015,210.2,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2024,221.0,221,90252.2958,0.2448691172241626,221.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2025,198.0,198,98690.00020002,0.20062822940389444,198.0,False
all,Interconnect & BEOL,HKMG,High-k / metal gate,2026,157.0,157,65841.26795359072,0.23845227298882515,157.0,True
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2014,0.0,0,54786.3744,0.0,0.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2015,1.0,1,55077.7396,0.0018156155413465807,1.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2016,2.02,2,57084.42108421685,0.003533528025305172,2.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2017,1.0,1,57757.9259,0.0017313641104969109,1.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2018,8.0,8,73253.68136813681,0.010920952845763414,8.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2019,1.0,1,88107.50975097509,0.0011349770329752544,1.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2020,11.0,11,90339.0211,0.012176355096679258,11.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2021,14.0,14,84263.3604,0.01661457593613843,14.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2022,16.0,16,79238.312,0.02019225245484785,16.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2023,15.0,15,84011.304,0.017854740119258236,15.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2024,22.0,22,90252.2958,0.024376111216884964,22.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2025,20.0,20,98690.00020002,0.020265477717565095,20.0,False
all,Interconnect & BEOL,RuMo,Ru / Mo interconnect (post-Cu),2026,18.0,18,65841.26795359072,0.027338477157954476,18.0,True
all,Lithography & patterning,CompLitho,Computational lithography (OPC/ILT/SMO),2014,24.84,15,54786.3744,0.04534572941862328,24.8,False
all,Lithography & patterning,CompLitho,Computational lithography (OPC/ILT/SMO),2015,29.39,17,55077.7396,0.0533560991187324,29.4,False
